train/value_loss,train/explained_variance,time/fps,train/std,train/n_updates,train/learning_rate,train/policy_loss,time/time_elapsed,train/entropy_loss,time/total_timesteps,train/reward,time/iterations
2.642320156097412,0.0,36,1.0193954706192017,4099,0.0007,-31.723861694335938,562,-41.67334747314453,20500,0.088723525,4100
23.095996856689453,-1.1920928955078125e-07,36,1.0223346948623657,4199,0.0007,-195.3233642578125,574,-41.758609771728516,21000,0.37997332,4200
1.7179828882217407,0.0,36,1.0226507186889648,4299,0.0007,-21.520641326904297,587,-41.762596130371094,21500,4.6851015,4300
10.603631973266602,1.1920928955078125e-07,36,1.0218809843063354,4399,0.0007,61.82757568359375,599,-41.74439239501953,22000,2.5062675,4400
153.74835205078125,-1.1920928955078125e-07,36,1.023375153541565,4499,0.0007,478.31671142578125,611,-41.78692626953125,22500,-2.2105918,4500
4.360880374908447,0.0,36,1.0254356861114502,4599,0.0007,24.69687843322754,623,-41.84908676147461,23000,1.140431,4600
13.41633129119873,0.0,36,1.024800419807434,4699,0.0007,-120.10063171386719,635,-41.826202392578125,23500,0.25527382,4700
59.04216766357422,0.0,37,1.0251041650772095,4799,0.0007,-298.4577331542969,647,-41.836185455322266,24000,-1.3591492,4800
6.0414934158325195,-1.1920928955078125e-07,37,1.0250495672225952,4899,0.0007,-63.22246170043945,660,-41.8256950378418,24500,1.5591756,4900
5.5628981590271,-1.1920928955078125e-07,37,1.0259994268417358,4999,0.0007,-84.77876281738281,673,-41.85675048828125,25000,0.62871176,5000
37.52881622314453,0.0,37,1.0259120464324951,5099,0.0007,215.32028198242188,684,-41.851566314697266,25500,1.0418091,5100
99.34376525878906,0.0,37,1.026541829109192,5199,0.0007,-375.26116943359375,696,-41.86595916748047,26000,9.97155,5200
4.380938529968262,0.0,37,1.026923656463623,5299,0.0007,-92.48017120361328,708,-41.8885383605957,26500,0.3336006,5300
6.883589267730713,1.1920928955078125e-07,37,1.0295153856277466,5399,0.0007,-87.87630462646484,720,-41.96185302734375,27000,-0.8878914,5400
16.15107536315918,-0.055381178855895996,37,1.0312247276306152,5499,0.0007,72.5409164428711,733,-42.00885009765625,27500,2.7611847,5500
19.561153411865234,5.960464477539063e-08,37,1.0308269262313843,5599,0.0007,-151.28968811035156,744,-41.98699951171875,28000,-1.0133021,5600
11.972150802612305,-0.027289152145385742,37,1.0303255319595337,5699,0.0007,-88.26090240478516,755,-41.97776794433594,28500,0.34590977,5700
9.943880081176758,-1.1920928955078125e-07,37,1.0296006202697754,5799,0.0007,113.07661437988281,768,-41.95394515991211,29000,1.6817845,5800
2.536402463912964,0.0,37,1.028152585029602,5899,0.0007,57.906890869140625,780,-41.909488677978516,29500,-0.6539609,5900
9.085611343383789,-1.1920928955078125e-07,37,1.0281662940979004,5999,0.0007,106.16175842285156,793,-41.914974212646484,30000,0.22676104,6000
6.845388889312744,5.960464477539063e-08,37,1.026902437210083,6099,0.0007,-37.25017547607422,804,-41.882930755615234,30500,-5.471707,6100
4.570631980895996,0.0,37,1.0296753644943237,6199,0.0007,6.720245361328125,817,-41.95598220825195,31000,-1.0991335,6200
15.855844497680664,0.0,37,1.0307705402374268,6299,0.0007,71.53111267089844,837,-41.980438232421875,31500,3.7811706,6300
4.813370704650879,0.07094341516494751,37,1.0320671796798706,6399,0.0007,84.67460632324219,854,-42.017093658447266,32000,2.250396,6400
5.795371055603027,-1.1920928955078125e-07,37,1.031946063041687,6499,0.0007,3.2357239723205566,868,-42.01167297363281,32500,-4.4924474,6500
10.506227493286133,0.0,37,1.0334762334823608,6599,0.0007,-94.25240325927734,881,-42.05036544799805,33000,0.094772026,6600
379.9566345214844,-0.023709535598754883,37,1.0353983640670776,6699,0.0007,-743.8154907226562,894,-42.107749938964844,33500,-5.5824842,6700
31.034408569335938,0.0,37,1.037150502204895,6799,0.0007,-229.516357421875,917,-42.15868377685547,34000,0.25924736,6800
161.1959228515625,-2.384185791015625e-07,37,1.0370204448699951,6899,0.0007,530.8289794921875,932,-42.14738464355469,34500,-0.60650575,6900
6.2782182693481445,-0.06024134159088135,37,1.0360225439071655,6999,0.0007,93.93132019042969,945,-42.12229919433594,35000,0.035334375,7000
0.4918132424354553,0.0,37,1.0370135307312012,7099,0.0007,3.8994357585906982,954,-42.14893341064453,35500,0.010712355,7100
33.508399963378906,0.0038524866104125977,37,1.0382415056228638,7199,0.0007,-234.4612274169922,966,-42.184364318847656,36000,0.3537912,7200
9.925114631652832,0.0,37,1.037330985069275,7299,0.0007,90.75484466552734,978,-42.163700103759766,36500,0.69831455,7300
33.81427764892578,0.0,37,1.0376991033554077,7399,0.0007,178.615478515625,988,-42.162750244140625,37000,-5.9652433,7400
1.187293291091919,0.0,37,1.0392546653747559,7499,0.0007,-30.447219848632812,1002,-42.21010208129883,37500,3.0542986,7500
12.00835132598877,0.0,37,1.039711356163025,7599,0.0007,-139.1177978515625,1015,-42.21974563598633,38000,2.8036973,7600
1.104041337966919,5.960464477539063e-08,37,1.0400431156158447,7699,0.0007,-19.957752227783203,1029,-42.23032760620117,38500,0.5745966,7700
2.2778995037078857,0.0,37,1.0402917861938477,7799,0.0007,40.81825637817383,1051,-42.232933044433594,39000,-0.8822049,7800
55.65875244140625,0.0,36,1.0407322645187378,7899,0.0007,298.5603332519531,1068,-42.24292755126953,39500,1.7213699,7900
9.302848815917969,1.1920928955078125e-07,36,1.0390647649765015,7999,0.0007,92.53691864013672,1081,-42.20106887817383,40000,2.083001,8000
39.288352966308594,0.04839658737182617,37,1.0400553941726685,8099,0.0007,227.3771514892578,1094,-42.229461669921875,40500,3.8187003,8100
0.4297544062137604,0.0,36,1.039099931716919,8199,0.0007,-16.95526695251465,1108,-42.19720458984375,41000,0.5412171,8200
20.90570831298828,0.0,36,1.040987491607666,8299,0.0007,-183.49212646484375,1123,-42.252342224121094,41500,-2.1538413,8300
5.848879337310791,-1.1920928955078125e-07,36,1.0435746908187866,8399,0.0007,-88.46712493896484,1136,-42.32456970214844,42000,-0.92672426,8400
4.309355735778809,1.1920928955078125e-07,36,1.0423833131790161,8499,0.0007,-72.96910858154297,1149,-42.29026794433594,42500,-0.11924637,8500
15.02452278137207,1.7881393432617188e-07,36,1.039185881614685,8599,0.0007,-11.854278564453125,1162,-42.200782775878906,43000,-7.7189765,8600
1.7503383159637451,0.0,36,1.040502667427063,8699,0.0007,23.16720962524414,1190,-42.24176025390625,43500,0.6165854,8700
1.3865926265716553,0.0,36,1.0398917198181152,8799,0.0007,-51.35430145263672,1208,-42.22673034667969,44000,0.6646287,8800
1.7414209842681885,-1.1920928955078125e-07,36,1.0415565967559814,8899,0.0007,17.832141876220703,1226,-42.26911544799805,44500,1.2008406,8900
1.6739298105239868,-1.1920928955078125e-07,36,1.0449498891830444,8999,0.0007,-1.2546371221542358,1238,-42.35591506958008,45000,-0.99564517,9000
1.1138273477554321,0.0,36,1.0459589958190918,9099,0.0007,-38.371185302734375,1252,-42.378543853759766,45500,3.84707,9100
5.892521381378174,0.0,36,1.0461596250534058,9199,0.0007,82.56172943115234,1267,-42.384056091308594,46000,4.201931,9200
24.710952758789062,-0.6980088949203491,36,1.0449446439743042,9299,0.0007,-199.29135131835938,1280,-42.350162506103516,46500,0.49249604,9300
9.163676261901855,0.0,36,1.0434093475341797,9399,0.0007,118.6136474609375,1292,-42.305816650390625,47000,-0.52579457,9400
1.3286973237991333,-1.1920928955078125e-07,36,1.0457228422164917,9499,0.0007,10.759821891784668,1303,-42.371158599853516,47500,-0.39528996,9500
126.64183044433594,5.960464477539063e-08,36,1.04404878616333,9599,0.0007,-475.029052734375,1315,-42.325965881347656,48000,-0.3125259,9600
8.1141357421875,5.960464477539063e-08,36,1.045531988143921,9699,0.0007,121.7340316772461,1327,-42.35817337036133,48500,-0.7623281,9700
20.336545944213867,0.0,36,1.041927695274353,9799,0.0007,162.11570739746094,1338,-42.25987243652344,49000,4.4161158,9800
0.5112708806991577,1.1920928955078125e-07,36,1.0430761575698853,9899,0.0007,28.0269718170166,1349,-42.290367126464844,49500,0.6016677,9900
1.6328620910644531,0.0,36,1.0429491996765137,9999,0.0007,41.50709533691406,1361,-42.282005310058594,50000,-1.4405252,10000
