,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,AAPL,91.27999877929688,91.83999633789062,90.97750091552734,89.13300323486328,110737200.0,2.0,2.988731480126887,91.90372898732751,79.49180400217445,62.80716233425769,107.50547067613134,29.730531783249663,83.21340662638346,77.05053316752115,28.6200008392334,53.06799187640303
0,2020-07-01,AMGN,235.52000427246094,256.2300109863281,232.5800018310547,228.75474548339844,6575800.0,2.0,3.4637841496031285,221.3663790851416,190.7095959514795,61.279626576467166,270.27165929307864,46.80613855018443,204.66012929280598,205.68220036824545,28.6200008392334,53.06799187640303
0,2020-07-01,AXP,95.25,96.95999908447266,93.63999938964844,90.06214904785156,3301000.0,2.0,-0.3806079625997967,107.99663063492255,85.83021949325126,48.50481356194355,-66.28329017203019,3.142447593063423,95.10702387491862,88.70187212626139,28.6200008392334,53.06799187640303
0,2020-07-01,BA,185.8800048828125,190.61000061035156,180.0399932861328,180.32000732421875,49036700.0,2.0,5.443193477566751,220.72113910562166,160.93286327474942,50.92577107887001,24.220608346258853,15.932919876883028,176.4723347981771,155.6141675313314,28.6200008392334,53.06799187640303
0,2020-07-01,CAT,129.3800048828125,129.39999389648438,125.87999725341797,116.6330337524414,2807800.0,2.0,1.2302412070673228,126.27351464811343,109.57761831697445,52.86541899276625,35.77322285416103,14.457404372847101,115.43549423217773,109.86138928731283,28.6200008392334,53.06799187640303
0,2020-07-01,CRM,188.10000610351562,192.82000732421875,187.4600067138672,191.88999938964844,4754600.0,2.0,4.192261923312401,195.07168718044136,169.0393128805938,58.104314301452995,139.95268558042542,29.22574697896621,180.1913335164388,170.94849955240886,28.6200008392334,53.06799187640303
0,2020-07-01,CSCO,46.540000915527344,46.720001220703125,46.0,41.384944915771484,17129500.0,2.0,0.25926573033306965,43.51270305415414,39.32366703251578,53.16055716965225,19.344127535217964,13.38057637422252,41.369066619873045,39.68572610219319,28.6200008392334,53.06799187640303
0,2020-07-01,CVX,89.27999877929688,90.7699966430664,87.55000305175781,75.11911010742188,6379400.0,2.0,-0.9843227311580449,87.75636821769497,70.97197803474644,47.82917959088992,-92.32403059257408,9.086242134949146,79.47948354085287,77.04644838968913,28.6200008392334,53.06799187640303
0,2020-07-01,DIS,112.81999969482422,115.5999984741211,112.29000091552734,112.64289093017578,11930900.0,2.0,-0.9668103751689472,126.83776730253037,106.09906894014541,49.23569446288736,-76.9427433837697,1.5594677137092388,117.24987080891927,111.01734987894694,28.6200008392334,53.06799187640303
0,2020-07-01,GS,198.8800048828125,199.74000549316406,195.52000427246094,181.26779174804688,2620100.0,2.0,0.5684228388934969,204.2228182644873,171.92922641324705,50.96274918635354,-35.69563672625994,3.6210869345612755,185.0942189534505,174.06390431722005,28.6200008392334,53.06799187640303
0,2020-07-01,HD,249.64999389648438,250.3300018310547,246.92999267578125,228.23281860351562,3677300.0,2.0,2.1873977292055997,237.7211569161119,219.25404449990373,55.509680545395135,20.61355127925017,8.254305556136107,227.2016632080078,212.88153330485025,28.6200008392334,53.06799187640303
0,2020-07-01,HON,145.22000122070312,146.47999572753906,142.97000122070312,134.4245147705078,2609500.0,2.0,-0.3067899610277607,151.08321026971527,124.91191759893708,49.99254942525295,-33.49058351764563,2.767806186602893,137.01238225301105,131.2056391398112,28.6200008392334,53.06799187640303
0,2020-07-01,IBM,114.98088073730469,115.8986587524414,113.16443634033203,95.28843688964844,4869967.0,2.0,-1.0176555671764902,108.09983379853476,90.30010745512736,47.48971684223677,-74.27154062856006,5.476160686110957,99.2401631673177,97.82975374857584,28.6200008392334,53.06799187640303
